UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7632,M07632,M,302.1,313.2,1409,38.4,40,0,0,0,0,0,0
7633,L07633,L,301.2,312.1,1798,38.7,102,0,0,0,0,0,0
7634,H07634,H,297.0,307.1,1466,39.3,37,0,0,0,0,0,0
7635,M07635,M,299.3,309.6,1555,37.1,95,0,0,0,0,0,0
7636,L07636,L,303.9,314.2,1528,40.5,82,0,0,0,0,0,0
7637,L07637,L,302.2,310.8,1635,43.6,48,0,0,0,0,0,0
7638,M07638,M,296.9,306.8,1370,44.0,125,1,0,1,0,0,0
7639,L07639,L,299.9,310.1,1375,37.5,150,1,0,1,0,0,0
7640,L07640,L,300.7,311.2,1547,32.2,190,0,0,0,0,0,0
7641,L07641,L,298.5,307.6,1755,40.0,26,0,0,0,0,0,0
7642,L07642,L,295.4,304.1,1671,32.4,146,0,0,0,0,0,0
7643,L07643,L,300.2,310.0,1469,37.7,250,1,1,0,0,0,0
7644,L07644,L,298.4,310.4,1602,40.0,250,1,1,0,0,0,0
7645,L07645,L,298.4,307.6,1486,45.9,129,0,0,0,0,0,0
7646,M07646,M,299.3,310.5,1543,46.0,35,0,0,0,0,0,0
7647,L07647,L,299.7,311.3,1600,39.3,52,0,0,0,0,0,0
7648,L07648,L,300.0,310.0,1643,36.0,87,0,0,0,0,0,0
7649,L07649,L,298.2,307.6,1393,35.1,211,1,1,0,0,0,0
7650,L07650,L,299.6,310.1,1423,50.6,43,0,0,0,0,0,0
7651,L07651,L,296.5,306.7,1542,38.1,195,0,0,0,0,0,0
7652,L07652,L,300.6,309.8,1447,43.9,185,0,0,0,0,0,0
7653,L07653,L,294.3,303.6,1439,41.6,112,0,0,0,0,0,0
7654,M07654,M,299.4,309.9,1527,37.3,76,0,0,0,0,0,0
7655,M07655,M,301.8,312.8,1408,38.2,131,0,0,0,0,0,0
7656,M07656,M,297.9,307.6,1726,30.8,124,0,0,0,0,0,0
7657,M07657,M,301.4,311.4,1447,46.1,48,0,0,0,0,0,0
7658,M07658,M,302.3,313.0,1473,39.7,78,0,0,0,0,0,0
7659,L07659,L,293.4,303.2,1580,46.4,108,0,0,0,0,0,0
7660,M07660,M,299.7,309.4,1349,39.3,92,1,0,1,0,0,0
7661,L07661,L,294.2,303.5,1601,37.5,42,0,0,0,0,0,0
7662,M07662,M,299.8,309.0,1534,34.0,100,0,0,0,0,0,0
7663,M07663,M,300.0,312.7,1465,38.8,77,0,0,0,0,0,0
7664,L07664,L,295.0,304.8,1577,33.0,69,0,0,0,0,0,0
7665,L07665,L,303.8,315.2,1593,41.1,94,0,0,0,0,0,0
7666,L07666,L,300.6,312.3,1694,38.6,111,0,0,0,0,0,0
7667,M07667,M,298.3,308.1,1750,44.9,68,1,0,0,1,0,0
7668,M07668,M,302.9,313.3,1394,33.8,58,0,0,0,0,0,0
7669,M07669,M,296.4,306.5,1370,47.4,63,1,0,1,0,0,0
7670,L07670,L,297.5,305.9,1560,34.5,250,1,1,0,0,0,0
7671,M07671,M,295.4,303.8,1292,43.8,79,0,0,0,0,0,0
7672,L07672,L,303.6,313.7,1615,33.1,58,0,0,0,0,0,0
7673,M07673,M,300.7,310.2,1511,40.9,214,1,1,0,0,0,0
7674,L07674,L,301.3,313.2,1587,26.6,193,0,0,0,0,0,0
7675,L07675,L,300.6,310.4,1520,36.5,191,0,0,0,0,0,0
7676,L07676,L,301.1,313.1,1576,39.8,80,0,0,0,0,0,0
7677,M07677,M,300.2,309.7,1547,48.3,118,0,0,0,0,0,0
7678,H07678,H,300.5,312.5,1470,29.7,44,0,0,0,0,0,0
7679,L07679,L,300.2,310.7,1415,40.8,75,0,0,0,0,0,0
7680,L07680,L,298.8,309.3,1567,36.7,250,1,1,0,0,0,0
7681,H07681,H,299.9,309.4,1635,29.1,22,0,0,0,0,0,0
7682,L07682,L,300.5,311.1,1574,33.6,87,0,0,0,0,0,0
7683,M07683,M,300.2,311.9,1514,37.5,52,0,0,0,0,0,0
7684,L07684,L,297.0,306.9,1706,40.3,217,1,1,0,0,0,0
7685,L07685,L,297.3,307.0,1475,40.7,250,1,1,0,0,0,0
7686,M07686,M,302.2,311.9,1589,32.5,90,0,0,0,0,0,0
7687,M07687,M,299.4,311.0,1447,31.4,99,0,0,0,0,0,0
7688,L07688,L,301.2,312.0,1659,40.5,29,0,0,0,0,0,0
7689,L07689,L,297.8,309.3,1630,37.7,129,0,0,0,0,0,0
7690,M07690,M,297.1,307.4,1459,48.5,83,0,0,0,0,0,0
7691,L07691,L,298.3,308.4,1523,38.0,114,0,0,0,0,0,0
7692,M07692,M,299.6,310.0,1598,44.7,184,0,0,0,0,0,0
7693,L07693,L,298.7,309.7,1364,44.1,180,1,0,1,0,0,0
7694,L07694,L,302.6,312.3,1506,44.0,129,0,0,0,0,0,0
7695,H07695,H,300.4,311.7,1512,42.0,55,0,0,0,0,0,0
7696,M07696,M,303.7,314.1,1469,42.6,49,0,0,0,0,0,0
7697,L07697,L,300.8,308.4,1563,27.9,86,0,0,0,0,0,0
7698,M07698,M,295.2,306.1,1296,40.9,250,1,1,1,0,0,0
7699,L07699,L,302.1,310.8,1465,37.0,250,1,1,0,0,0,0
7700,L07700,L,297.0,307.8,1618,45.2,37,0,0,0,0,0,0
7701,H07701,H,300.5,311.4,1375,36.2,83,1,0,1,0,0,0
7702,M07702,M,298.5,308.8,1370,39.9,84,1,0,1,0,0,0
7703,M07703,M,304.3,314.8,1606,42.9,24,0,0,0,0,0,0
7704,L07704,L,302.9,314.0,1602,40.5,250,1,1,0,0,0,0
7705,L07705,L,298.5,308.0,1441,41.4,243,1,1,0,0,0,0
7706,L07706,L,299.7,310.5,1564,44.9,250,1,1,0,0,0,0
7707,L07707,L,300.5,311.7,1444,41.9,88,0,0,0,0,0,0
7708,M07708,M,301.7,313.5,1485,37.4,85,0,0,0,0,0,0
7709,L07709,L,300.1,309.0,1568,32.8,7,0,0,0,0,0,0
7710,M07710,M,298.0,308.4,1419,43.2,112,0,0,0,0,0,0
7711,L07711,L,298.6,307.6,1624,34.9,250,1,1,0,0,0,0
7712,L07712,L,300.0,309.0,1640,37.4,47,0,0,0,0,0,0
7713,L07713,L,302.5,312.8,1576,44.6,46,0,0,0,0,0,0
7714,L07714,L,300.9,310.9,1591,38.0,250,1,1,0,0,0,0
7715,L07715,L,298.5,309.6,1405,38.7,81,0,0,0,0,0,0
7716,H07716,H,301.3,311.0,1586,37.7,11,0,0,0,0,0,0
7717,L07717,L,299.2,309.1,1541,38.3,21,0,0,0,0,0,0
7718,H07718,H,301.8,312.0,1356,36.5,44,1,0,1,0,0,0
7719,L07719,L,305.1,314.2,1565,47.7,26,0,0,0,0,0,0
7720,H07720,H,299.3,308.6,1525,37.0,103,0,0,0,0,0,0
7721,L07721,L,301.6,312.7,1601,42.9,87,0,0,0,0,0,0
7722,H07722,H,298.5,308.0,1342,36.5,143,1,0,1,0,0,0
7723,L07723,L,299.8,311.0,1626,41.5,244,1,1,0,0,0,0
7724,M07724,M,300.1,310.7,1494,40.9,89,0,0,0,0,0,0
7725,H07725,H,299.6,308.1,1500,40.1,93,0,0,0,0,0,0
7726,L07726,L,304.9,315.5,1470,41.2,58,0,0,0,0,0,0
7727,L07727,L,299.4,309.9,1655,40.5,133,0,0,0,0,0,0
7728,L07728,L,301.2,311.6,1568,38.2,29,0,0,0,0,0,0
7729,H07729,H,296.1,306.0,1569,38.4,85,0,0,0,0,0,0
7730,L07730,L,300.9,309.9,1397,43.9,235,1,1,0,0,0,0
7731,L07731,L,302.3,313.6,1410,35.2,119,0,0,0,0,0,0
7732,L07732,L,298.9,308.8,1526,33.3,250,1,1,0,0,0,0
7733,L07733,L,295.0,304.1,1697,38.9,99,0,0,0,0,0,0
7734,M07734,M,299.9,310.4,1696,28.0,106,0,0,0,0,0,0
7735,L07735,L,300.0,309.3,1461,32.0,83,0,0,0,0,0,0
7736,M07736,M,301.4,310.5,1505,49.0,16,0,0,0,0,0,0
7737,H07737,H,304.0,313.6,1466,48.1,94,0,0,0,0,0,0
7738,L07738,L,299.2,308.6,1622,35.9,250,1,1,0,0,0,0
7739,M07739,M,298.3,307.4,1588,44.1,180,0,0,0,0,0,0
7740,L07740,L,297.7,308.5,1439,45.8,175,0,0,0,0,0,0
7741,M07741,M,300.4,310.3,1506,42.3,38,0,0,0,0,0,0
7742,L07742,L,301.0,312.2,1349,41.1,250,1,1,1,0,0,0
7743,M07743,M,298.9,308.1,1581,42.3,100,0,0,0,0,0,0
7744,L07744,L,301.6,309.8,1516,43.8,30,0,0,0,0,0,0
7745,L07745,L,300.9,311.1,1429,43.9,72,0,0,0,0,0,0
7746,L07746,L,300.1,311.9,1583,31.4,143,0,0,0,0,0,0
7747,L07747,L,298.2,308.7,1513,50.0,67,0,0,0,0,0,0
7748,M07748,M,299.0,312.3,1626,50.8,127,1,0,0,1,0,0
7749,L07749,L,295.1,305.5,1461,30.8,40,0,0,0,0,0,0
7750,M07750,M,300.5,310.7,1722,40.3,250,1,1,0,0,0,0
7751,L07751,L,300.1,307.9,1635,48.9,133,1,0,0,1,0,0
7752,M07752,M,300.4,310.8,1629,43.7,35,0,0,0,0,0,0
7753,L07753,L,301.0,311.2,1447,45.6,49,0,0,0,0,0,0
7754,L07754,L,300.8,310.4,1729,30.5,37,0,0,0,0,0,0
7755,L07755,L,299.8,309.6,1429,44.7,250,1,1,0,0,0,0
7756,M07756,M,300.1,310.0,1479,41.4,32,0,0,0,0,0,0
7757,L07757,L,297.2,307.0,1680,42.1,55,0,0,0,0,0,0
7758,M07758,M,298.8,310.9,1551,34.3,250,1,1,0,0,0,0
7759,M07759,M,300.1,309.7,1376,35.9,92,1,0,1,0,0,0
7760,L07760,L,298.5,308.7,1664,37.7,98,0,0,0,0,0,0
7761,M07761,M,301.7,311.3,1534,37.8,40,0,0,0,0,0,0
7762,L07762,L,298.7,309.5,1508,39.1,71,0,0,0,0,0,0
7763,L07763,L,300.4,310.6,1396,38.6,130,0,0,0,0,0,0
7764,M07764,M,300.2,310.0,1543,38.6,182,0,0,0,0,0,0
7765,M07765,M,301.5,309.6,1484,36.8,250,1,1,0,0,0,0
7766,M07766,M,301.8,312.0,1516,39.6,18,0,0,0,0,0,0
7767,L07767,L,301.4,311.1,1391,34.0,129,0,0,0,0,0,0
7768,L07768,L,295.8,305.7,1508,42.5,250,1,1,0,0,0,0
7769,L07769,L,302.4,311.2,1598,40.3,250,1,1,0,0,0,0
7770,M07770,M,303.1,314.5,1688,31.8,21,0,0,0,0,0,0
7771,L07771,L,299.0,309.9,1529,46.3,67,0,0,0,0,0,0
7772,M07772,M,300.5,311.9,1644,34.4,141,0,0,0,0,0,0
7773,L07773,L,298.2,309.4,1629,44.7,44,0,0,0,0,0,0
7774,L07774,L,296.1,306.7,1573,40.9,72,0,0,0,0,0,0
7775,L07775,L,298.5,307.4,1449,45.5,250,1,1,0,0,0,0
7776,L07776,L,298.9,310.8,1453,41.4,98,0,0,0,0,0,0
7777,L07777,L,299.3,308.4,1612,41.7,162,0,0,0,0,0,0
7778,M07778,M,298.1,307.8,1447,45.5,76,0,0,0,0,0,0
7779,M07779,M,298.5,309.2,1438,50.2,37,0,0,0,0,0,0
7780,L07780,L,300.0,310.7,1532,45.1,139,0,0,0,0,0,0
7781,L07781,L,298.5,309.0,1534,41.9,44,0,0,0,0,0,0
7782,L07782,L,301.1,310.7,1640,31.9,164,0,0,0,0,0,0
7783,M07783,M,301.4,310.8,1449,28.4,195,0,0,0,0,0,0
7784,L07784,L,304.8,317.3,1630,38.0,108,0,0,0,0,0,0
7785,H07785,H,302.3,312.2,1494,36.5,50,0,0,0,0,0,0
7786,L07786,L,300.5,310.3,1383,37.8,170,0,0,0,0,0,0
7787,L07787,L,298.8,308.0,1579,38.8,30,0,0,0,0,0,0
7788,H07788,H,300.6,310.8,1183,46.5,98,1,0,1,0,0,0
7789,L07789,L,300.7,310.9,1460,37.3,206,1,1,0,0,0,0
7790,L07790,L,299.0,309.0,1596,43.5,250,1,1,0,0,0,0
7791,L07791,L,301.6,311.9,1549,39.7,97,0,0,0,0,0,0
7792,L07792,L,297.2,309.0,1373,41.5,177,1,0,1,0,0,0
7793,L07793,L,299.5,308.9,1438,50.0,250,1,1,0,0,0,0
7794,M07794,M,301.1,311.2,1239,43.5,186,1,0,1,0,0,0
7795,M07795,M,299.4,308.8,1366,41.1,156,1,0,1,0,0,0
7796,L07796,L,299.6,309.9,1608,41.5,250,1,1,0,0,0,0
7797,H07797,H,299.7,309.2,1394,50.0,39,0,0,0,0,0,0
7798,L07798,L,298.3,307.8,1567,39.1,60,0,0,0,0,0,0
7799,L07799,L,302.3,310.9,1551,41.7,37,0,0,0,0,0,0
7800,L07800,L,298.0,308.1,1553,38.9,170,0,0,0,0,0,0
7801,L07801,L,300.6,311.1,1652,38.0,250,1,1,0,0,0,0
7802,L07802,L,300.8,312.7,1530,37.3,11,0,0,0,0,0,0
7803,H07803,H,298.1,308.6,1541,36.8,65,0,0,0,0,0,0
7804,L07804,L,300.1,309.7,1302,50.5,250,1,1,1,0,0,0
7805,L07805,L,298.2,306.8,1661,35.6,216,1,1,0,0,0,0
7806,L07806,L,302.8,311.6,1421,33.1,185,0,0,0,0,0,0
7807,M07807,M,297.7,306.4,1393,41.7,105,0,0,0,0,0,0
7808,M07808,M,298.7,310.6,1430,45.8,191,0,0,0,0,0,0
7809,L07809,L,297.6,307.8,1658,44.6,163,0,0,0,0,0,0
7810,L07810,L,297.3,306.7,1461,34.4,119,0,0,0,0,0,0
7811,L07811,L,303.2,312.2,1484,45.7,148,0,0,0,0,0,0
7812,L07812,L,301.1,310.2,1454,50.8,43,0,0,0,0,0,0
7813,L07813,L,300.3,309.7,1576,35.8,114,0,0,0,0,0,0
7814,L07814,L,298.7,310.0,1624,37.9,250,1,1,0,0,0,0
7815,L07815,L,301.8,311.8,1720,31.6,90,0,0,0,0,0,0
7816,L07816,L,298.4,306.9,1790,46.4,147,1,0,0,1,0,0
7817,L07817,L,301.6,313.9,1615,31.4,177,0,0,0,0,0,0
7818,H07818,H,298.3,307.1,1487,38.1,49,0,0,0,0,0,0
7819,H07819,H,298.7,308.1,1328,45.6,96,1,0,1,0,0,0
7820,L07820,L,301.5,312.8,1741,34.2,113,0,0,0,0,0,0
7821,L07821,L,301.7,312.1,1572,34.3,250,1,1,0,0,0,0
7822,L07822,L,301.2,310.7,1521,39.5,201,1,1,0,0,0,0
7823,L07823,L,297.9,306.7,1589,51.1,30,1,0,0,1,0,0
7824,M07824,M,299.1,308.1,1436,39.4,204,1,1,0,0,0,0
7825,L07825,L,300.3,309.4,1316,40.8,131,1,0,1,0,0,0
7826,M07826,M,298.3,308.3,1557,33.9,54,0,0,0,0,0,0
7827,H07827,H,302.7,312.9,1584,41.1,172,0,0,0,0,0,0
7828,L07828,L,295.2,305.0,1606,43.4,16,0,0,0,0,0,0
7829,L07829,L,298.4,308.4,1549,36.5,250,1,1,0,0,0,0
7830,L07830,L,299.0,307.9,1551,42.2,250,1,1,0,0,0,0
7831,L07831,L,294.3,304.6,1567,36.3,193,0,0,0,0,0,0
7832,L07832,L,297.2,308.5,1564,29.9,172,0,0,0,0,0,0
7833,L07833,L,301.3,311.1,1544,41.8,96,0,0,0,0,0,0
7834,M07834,M,300.1,309.9,1503,50.3,203,1,1,0,0,0,0
7835,L07835,L,303.1,313.2,1706,32.0,207,1,1,0,0,0,0
7836,L07836,L,303.1,314.2,1597,39.9,250,1,1,0,0,0,0
7837,M07837,M,300.9,310.0,1511,46.4,107,0,0,0,0,0,0
7838,M07838,M,300.6,312.1,1566,38.8,250,1,1,0,0,0,0
7839,L07839,L,300.1,310.6,1616,31.7,42,0,0,0,0,0,0
7840,M07840,M,294.7,304.7,1595,39.3,72,0,0,0,0,0,0
7841,L07841,L,297.2,308.4,1474,47.7,115,0,0,0,0,0,0
7842,L07842,L,300.2,309.0,1502,37.4,250,1,1,0,0,0,0
7843,L07843,L,301.2,311.8,1469,41.5,90,0,0,0,0,0,0
7844,L07844,L,300.6,311.0,1627,33.5,7,0,0,0,0,0,0
7845,M07845,M,298.2,307.3,1572,38.8,203,1,1,0,0,0,0
7846,M07846,M,301.9,312.3,1373,43.2,177,1,0,1,0,0,0
7847,M07847,M,303.0,313.2,1539,40.2,84,0,0,0,0,0,0
7848,L07848,L,301.9,311.7,1687,36.0,110,0,0,0,0,0,0
7849,L07849,L,302.0,312.8,1526,42.0,89,0,0,0,0,0,0
7850,L07850,L,298.9,308.3,1581,42.5,125,0,0,0,0,0,0
7851,L07851,L,302.2,312.4,1623,42.4,156,0,0,0,0,0,0
7852,M07852,M,300.3,310.2,1368,39.9,189,1,0,1,0,0,0
7853,M07853,M,301.0,310.4,1515,36.7,151,0,0,0,0,0,0
7854,L07854,L,300.7,311.2,1677,48.0,17,1,0,0,1,0,0
7855,L07855,L,299.8,309.5,1491,40.8,30,0,0,0,0,0,0
7856,L07856,L,298.3,306.8,1633,37.4,159,0,0,0,0,0,0
7857,L07857,L,299.8,308.0,1553,32.1,195,0,0,0,0,0,0
7858,L07858,L,302.0,312.8,1483,35.5,31,0,0,0,0,0,0
7859,L07859,L,299.1,307.9,1540,36.4,250,1,1,0,0,0,0
7860,L07860,L,301.8,312.1,1497,42.2,106,0,0,0,0,0,0
7861,L07861,L,301.5,311.5,1461,38.6,44,0,0,0,0,0,0
7862,L07862,L,299.4,309.0,1525,39.8,63,0,0,0,0,0,0
7863,L07863,L,302.8,314.7,1557,32.3,244,1,1,0,0,0,0
7864,M07864,M,299.3,309.5,1483,47.2,249,1,1,0,0,0,0
7865,L07865,L,303.0,313.8,1523,36.1,64,0,0,0,0,0,0
7866,H07866,H,300.9,311.2,1473,41.4,19,0,0,0,0,0,0
7867,L07867,L,300.0,309.7,1603,36.3,215,1,1,0,0,0,0
7868,L07868,L,298.2,308.2,1436,39.1,125,0,0,0,0,0,0
7869,L07869,L,299.8,311.3,1525,35.8,250,1,1,0,0,0,0
7870,L07870,L,299.6,310.7,1353,43.0,161,1,0,1,0,0,0
7871,M07871,M,297.5,309.4,1484,35.3,48,0,0,0,0,0,0
7872,L07872,L,299.6,309.8,1565,40.9,91,0,0,0,0,0,0
7873,H07873,H,298.4,307.5,1507,39.3,45,0,0,0,0,0,0
7874,M07874,M,301.2,310.7,1515,43.0,125,0,0,0,0,0,0
7875,L07875,L,302.6,311.4,1605,42.6,202,1,1,0,0,0,0
7876,L07876,L,297.5,308.3,1557,37.8,250,1,1,0,0,0,0
7877,M07877,M,303.4,312.8,1432,42.5,250,1,1,0,0,0,0
7878,L07878,L,299.7,306.7,1438,38.4,111,0,0,0,0,0,0
7879,M07879,M,298.0,310.5,1474,46.8,97,0,0,0,0,0,0
7880,L07880,L,301.5,310.9,1473,38.5,158,0,0,0,0,0,0
7881,L07881,L,299.1,308.5,1538,38.6,250,1,1,0,0,0,0
7882,L07882,L,299.8,311.5,1501,37.6,220,1,1,0,0,0,0
7883,L07883,L,299.2,308.0,1592,35.4,176,0,0,0,0,0,0
7884,M07884,M,298.4,309.5,1505,50.1,33,0,0,0,0,0,0
7885,L07885,L,301.4,310.9,1595,41.5,192,0,0,0,0,0,0
7886,M07886,M,299.4,308.1,1544,39.9,62,0,0,0,0,0,0
7887,L07887,L,297.1,308.8,1532,37.3,164,0,0,0,0,0,0
7888,L07888,L,301.1,312.0,1538,45.2,222,1,1,0,0,0,0
7889,L07889,L,297.6,308.5,1600,36.3,234,1,1,0,0,0,0
7890,L07890,L,297.7,308.1,1795,37.7,66,0,0,0,0,0,0
7891,L07891,L,302.4,313.0,1451,51.5,136,0,0,0,0,0,0
7892,L07892,L,297.6,306.4,1554,34.7,96,0,0,0,0,0,0
7893,M07893,M,295.4,305.5,1380,43.9,42,0,0,0,0,0,0
7894,L07894,L,301.2,310.3,1548,41.0,150,0,0,0,0,0,0
7895,L07895,L,299.4,308.0,1483,42.8,175,0,0,0,0,0,0
7896,M07896,M,299.6,310.0,1488,38.7,66,0,0,0,0,0,0
7897,M07897,M,299.4,310.5,1516,36.9,58,0,0,0,0,0,0
7898,L07898,L,300.5,310.1,1501,41.1,209,1,1,0,0,0,0
7899,L07899,L,298.5,308.3,1372,39.0,250,1,1,1,0,0,0
7900,M07900,M,303.0,311.8,1643,26.9,111,0,0,0,0,0,0
7901,L07901,L,297.0,307.1,1634,34.5,250,1,1,0,0,0,0
7902,L07902,L,300.9,311.6,1537,38.0,211,1,1,0,0,0,0
7903,L07903,L,301.3,312.1,1461,35.0,100,0,0,0,0,0,0
7904,M07904,M,298.5,309.0,1509,40.7,42,0,0,0,0,0,0
7905,L07905,L,298.0,307.3,1586,35.4,114,0,0,0,0,0,0
7906,H07906,H,302.0,311.4,1527,39.5,100,0,0,0,0,0,0
7907,L07907,L,298.0,308.8,1636,49.5,36,1,0,0,1,0,0
7908,M07908,M,298.8,309.6,1605,45.1,49,0,0,0,0,0,0
7909,L07909,L,301.8,311.6,1376,44.2,109,1,0,1,0,0,0
7910,L07910,L,300.1,309.6,1520,48.9,99,0,0,0,0,0,0
7911,M07911,M,296.4,307.6,1599,38.6,49,0,0,0,0,0,0
7912,L07912,L,303.5,313.1,1458,40.1,167,0,0,0,0,0,0
7913,L07913,L,298.9,309.7,1672,33.0,48,0,0,0,0,0,0
7914,L07914,L,299.2,309.1,1731,44.1,250,1,1,0,0,0,0
7915,L07915,L,300.5,309.5,1669,48.1,155,1,0,0,1,0,0
7916,L07916,L,301.3,312.9,1616,43.4,250,1,1,0,0,0,0
7917,M07917,M,303.9,314.0,1455,47.6,123,0,0,0,0,0,0
7918,L07918,L,296.7,306.0,1578,25.5,234,1,1,0,0,0,0
7919,L07919,L,301.7,310.3,1415,52.5,154,0,0,0,0,0,0
7920,L07920,L,301.5,310.2,1472,39.8,225,1,1,0,0,0,0
7921,M07921,M,299.7,309.4,1429,52.5,154,0,0,0,0,0,0
7922,M07922,M,301.6,313.5,1506,48.6,163,0,0,0,0,0,0
7923,L07923,L,301.9,311.3,1511,43.8,78,0,0,0,0,0,0
7924,L07924,L,297.2,308.7,1576,37.5,75,0,0,0,0,0,0
7925,H07925,H,303.5,313.4,1538,40.4,106,0,0,0,0,0,0
7926,L07926,L,296.9,305.7,1479,30.7,54,0,0,0,0,0,0
7927,M07927,M,297.7,307.3,1515,44.5,70,0,0,0,0,0,0
7928,M07928,M,299.5,308.2,1458,27.6,3,0,0,0,0,0,0
7929,M07929,M,303.8,313.0,1519,38.3,51,0,0,0,0,0,0
7930,L07930,L,299.4,308.5,1619,46.5,22,0,0,0,0,0,0
7931,M07931,M,299.9,308.0,1592,42.7,42,0,0,0,0,0,0
7932,M07932,M,302.9,314.4,1567,31.7,80,0,0,0,0,0,0
7933,L07933,L,299.4,309.6,1591,32.4,54,0,0,0,0,0,0
7934,L07934,L,297.6,307.0,1408,37.9,66,0,0,0,0,0,0
7935,L07935,L,299.2,309.4,1442,41.0,250,1,1,0,0,0,0
7936,L07936,L,302.7,311.9,1468,44.7,250,1,1,0,0,0,0
7937,L07937,L,300.1,307.5,1586,42.2,250,1,1,0,0,0,0
7938,L07938,L,303.9,316.8,1421,35.5,184,0,0,0,0,0,0
7939,L07939,L,301.5,311.7,1584,42.3,112,0,0,0,0,0,0
7940,L07940,L,298.7,308.1,1576,42.9,212,1,1,0,0,0,0
7941,L07941,L,300.1,308.2,1356,43.9,92,0,0,0,0,0,0
7942,M07942,M,298.3,306.8,1391,53.5,156,0,0,0,0,0,0
7943,H07943,H,298.7,310.3,1554,43.1,28,0,0,0,0,0,0
7944,L07944,L,309.0,320.5,1620,43.6,71,0,0,0,0,0,0
7945,L07945,L,302.0,312.8,1465,49.7,82,0,0,0,0,0,0
7946,L07946,L,301.7,310.6,1447,44.8,50,0,0,0,0,0,0
7947,M07947,M,298.8,310.3,1255,39.7,170,1,0,1,0,0,0
7948,M07948,M,303.1,313.6,1647,44.7,114,0,0,0,0,0,0
7949,H07949,H,302.2,312.9,1454,38.5,32,0,0,0,0,0,0
7950,L07950,L,303.8,314.2,1738,32.7,250,1,1,0,0,0,0
7951,H07951,H,303.7,312.2,1431,36.2,16,0,0,0,0,0,0
7952,L07952,L,297.0,305.8,1578,45.4,150,0,0,0,0,0,0
7953,M07953,M,297.8,307.3,1589,42.2,89,0,0,0,0,0,0
7954,L07954,L,298.0,308.6,1714,43.2,168,0,0,0,0,0,0
7955,M07955,M,298.1,306.7,1550,42.6,31,0,0,0,0,0,0
7956,L07956,L,300.6,310.5,1550,40.4,159,0,0,0,0,0,0
7957,M07957,M,298.9,308.7,1503,41.6,127,0,0,0,0,0,0
7958,M07958,M,304.1,314.9,1395,44.0,39,0,0,0,0,0,0
7959,L07959,L,303.8,314.5,1512,36.9,71,0,0,0,0,0,0
7960,L07960,L,300.0,309.0,1555,33.0,56,0,0,0,0,0,0
7961,M07961,M,303.9,315.4,1638,36.2,60,0,0,0,0,0,0
7962,L07962,L,303.0,311.8,1507,42.7,93,0,0,0,0,0,0
7963,L07963,L,299.1,310.2,1656,35.2,97,0,0,0,0,0,0
7964,L07964,L,296.0,305.4,1542,50.2,250,1,1,0,1,0,0
7965,L07965,L,299.6,309.7,1674,40.5,32,0,0,0,0,0,0
7966,L07966,L,298.7,308.9,1618,39.4,9,0,0,0,0,0,0
7967,L07967,L,300.4,310.6,1611,35.9,74,0,0,0,0,0,0
7968,L07968,L,300.2,310.9,1648,43.1,13,0,0,0,0,0,0
7969,L07969,L,300.1,310.5,1633,32.6,96,0,0,0,0,0,0
7970,M07970,M,301.0,311.8,1606,40.5,159,0,0,0,0,0,0
7971,H07971,H,297.6,308.0,1663,36.2,17,0,0,0,0,0,0
7972,M07972,M,300.8,309.6,1662,39.0,26,0,0,0,0,0,0
7973,L07973,L,299.1,309.4,1597,41.5,115,0,0,0,0,0,0
7974,H07974,H,300.4,309.8,1406,35.2,137,0,0,0,0,0,0
7975,L07975,L,301.9,310.8,1587,30.8,135,0,0,0,0,0,0
7976,L07976,L,297.6,307.3,1357,36.8,250,1,1,1,0,0,0
7977,H07977,H,299.4,309.6,1533,44.1,31,0,0,0,0,0,0
7978,M07978,M,299.8,310.0,1394,42.9,178,0,0,0,0,0,0
7979,M07979,M,299.0,310.0,1612,36.9,54,0,0,0,0,0,0
7980,M07980,M,301.8,313.1,1698,47.9,58,1,0,0,1,0,0
7981,L07981,L,298.6,308.9,1405,47.4,76,0,0,0,0,0,0
7982,L07982,L,298.9,309.4,1545,44.8,161,0,0,0,0,0,0
7983,M07983,M,298.6,308.7,1394,37.4,28,0,0,0,0,0,0
7984,L07984,L,302.2,313.0,1377,46.4,110,1,0,1,0,0,0
7985,L07985,L,299.0,309.5,1539,41.3,250,1,1,0,0,0,0
7986,M07986,M,300.9,310.9,1564,35.8,61,0,0,0,0,0,0
7987,M07987,M,304.0,316.1,1575,38.7,71,0,0,0,0,0,0
7988,L07988,L,299.9,309.3,1565,34.2,250,1,1,0,0,0,0
7989,M07989,M,302.2,313.7,1334,38.1,71,1,0,1,0,0,0
7990,M07990,M,303.3,312.0,1512,34.2,133,0,0,0,0,0,0
7991,M07991,M,302.1,312.9,1351,46.3,12,1,0,1,0,0,0
7992,L07992,L,300.0,311.4,1407,40.6,136,0,0,0,0,0,0
7993,L07993,L,301.3,309.4,1450,35.8,174,0,0,0,0,0,0
7994,L07994,L,297.4,307.6,1655,41.0,151,0,0,0,0,0,0
7995,L07995,L,298.4,309.2,1605,39.0,83,0,0,0,0,0,0
7996,L07996,L,298.8,309.0,1582,44.4,74,0,0,0,0,0,0
7997,L07997,L,304.5,314.9,1464,41.0,129,0,0,0,0,0,0
